"anger.Ord1","disgust.Ord1","fear.Ord1","happiness.Ord1","sadness.Ord1","surprise.Ord1"
0,0.34219466391484,0.217881994486321,0,0.20160004265975,0.0348247099905386
0.34219466391484,0,0.104415901552259,0.299772581021006,0.236764946928113,0.222820070574222
0.217881994486321,0.104415901552259,0,0,0.33528234855836,0.396676232226746
0,0.299772581021006,0,0,0,0.142490876298322
0.20160004265975,0.236764946928113,0.33528234855836,0,0,0
0.0348247099905386,0.222820070574222,0.396676232226746,0.142490876298322,0,0
