"anger.Ord0","disgust.Ord0","fear.Ord0","happiness.Ord0","sadness.Ord0","surprise.Ord0"
0,0.168669204377615,0.13634496354948,0.0138356144541773,0.451989945232498,0
0.168669204377615,0,0.0879908293981774,0.3338872826677,0.018430906987076,0.447812758998428
0.13634496354948,0.0879908293981774,0,0,0.381203665256099,0.300752633234693
0.0138356144541773,0.3338872826677,0,0,0,0.320574989579236
0.451989945232498,0.018430906987076,0.381203665256099,0,0,0
0,0.447812758998428,0.300752633234693,0.320574989579236,0,0
