"anger.Ord0","disgust.Ord0","fear.Ord0","happiness.Ord0","sadness.Ord0","surprise.Ord0"
0,-0.177777534981606,-0.108966003882531,-0.401719911206239,0,-0.353496625882125
-0.177777534981606,0,-0.348405465547244,-0.101057230109942,-0.030936690462016,0
-0.108966003882531,-0.348405465547244,0,-0.523688560287681,-0.134235064892203,0.0389467205201136
-0.401719911206239,-0.101057230109942,-0.523688560287681,0,-0.352523065256547,-0.256668517087668
0,-0.030936690462016,-0.134235064892203,-0.352523065256547,0,-0.595230944865724
-0.353496625882125,0,0.0389467205201136,-0.256668517087668,-0.595230944865724,0
