"anger.Ord0","disgust.Ord0","fear.Ord0","happiness.Ord0","sadness.Ord0","surprise.Ord0"
0,0.16541234033585,0.335260983261989,0,0.439457036750864,0
0.16541234033585,0,0.0211887801579547,0.355309660215905,0.170159312129757,0.35920732521819
0.335260983261989,0.0211887801579547,0,0,0.12719072838487,0.45169015653119
0,0.355309660215905,0,0,0,0.176931867710487
0.439457036750864,0.170159312129757,0.12719072838487,0,0,0
0,0.35920732521819,0.45169015653119,0.176931867710487,0,0
