"anger.Ord0","disgust.Ord0","fear.Ord0","happiness.Ord0","sadness.Ord0","surprise.Ord0"
0,-0.242190570145968,-0.172659377106549,-0.373630161201946,0,-0.374523002576828
-0.242190570145968,0,-0.335465848854236,-0.107185896614616,-0.125875322305113,0.00206897027689959
-0.172659377106549,-0.335465848854236,0,-0.494024701826583,-0.0993324836255333,0.0370430737636319
-0.373630161201946,-0.107185896614616,-0.494024701826583,0,-0.33510687508659,-0.172894740289514
0,-0.125875322305113,-0.0993324836255333,-0.33510687508659,0,-0.545546120242558
-0.374523002576828,0.00206897027689959,0.0370430737636319,-0.172894740289514,-0.545546120242558,0
