"anger.Ord0","disgust.Ord0","fear.Ord0","happiness.Ord0","sadness.Ord0","surprise.Ord0"
0,0.113770151549221,0.197994008935718,0,0.454215621005631,0
0.113770151549221,0,0.0726966966748454,0.285505983536983,0.017241640322294,0.509581046991757
0.197994008935718,0.0726966966748454,0,0,0.305937493959507,0.334619585351635
0,0.285505983536983,0,0,0,0.304624699111166
0.454215621005631,0.017241640322294,0.305937493959507,0,0,0
0,0.509581046991757,0.334619585351635,0.304624699111166,0,0
