"anger.Ord1","disgust.Ord1","fear.Ord1","happiness.Ord1","sadness.Ord1","surprise.Ord1"
0,-0.030691682269652,-0.219247095174634,-0.484741840179898,-0.309465998551194,-0.30828677102106
-0.030691682269652,0,-0.35763157834297,-0.184273099492594,-0.0151597879739202,-0.160249276645038
-0.219247095174634,-0.35763157834297,0,-0.497047738249615,-0.0131221780910192,-0.053409438621875
-0.484741840179898,-0.184273099492594,-0.497047738249615,0,-0.492088001614176,-0.290700108289919
-0.309465998551194,-0.0151597879739202,-0.0131221780910192,-0.492088001614176,0,-0.447417976398898
-0.30828677102106,-0.160249276645038,-0.053409438621875,-0.290700108289919,-0.447417976398898,0
