"","excitement","happiness","pride","anger","fear","sadness","neutral"
"1",0.0114218275994062,0.0101384595036507,0.03595931828022,0.174490675330162,0.223835170269012,0.111852444708347,0.432302057743073
"2",0.0237236097455025,0.0159007478505373,0.0354656465351582,0.136714071035385,0.334369748830795,0.135183691978455,0.318642467260361
"3",0.0527068600058556,0.0148492250591516,0.0243186000734568,0.174961715936661,0.28941485285759,0.187315970659256,0.256432771682739
"4",0.011733896099031,0.0081151919439435,0.0283451769500971,0.125302836298943,0.197934567928314,0.228254914283752,0.400313436985016
"5",0.0109037235379219,0.00911848619580269,0.0497968085110188,0.128718182444572,0.277547806501389,0.132437363266945,0.391477584838867
"6",0.0108574042096734,0.00965283345431089,0.0362792201340199,0.113919965922832,0.276260733604431,0.169569060206413,0.3834607899189
"7",NA,NA,NA,NA,NA,NA,NA
"8",0.0132660353556275,0.00919868890196085,0.036525446921587,0.12896990776062,0.283919662237167,0.150226801633835,0.377893477678299
"9",0.0306452214717865,0.0182260870933533,0.0436646901071072,0.131904616951942,0.280888944864273,0.186944723129272,0.307725727558136
"10",0.024280171841383,0.0161022692918777,0.0439684800803661,0.101056881248951,0.175468325614929,0.335973024368286,0.303150832653046
"11",0.010853729210794,0.0135456612333655,0.05722801014781,0.131869614124298,0.269048899412155,0.155781283974648,0.361672848463058
"12",0.0103056756779552,0.0133331008255482,0.0318678356707096,0.166630953550339,0.254229724407196,0.204966992139816,0.318665742874146
"13",0.0133688058704138,0.0159703325480223,0.0341116264462471,0.13467113673687,0.299120247364044,0.144295960664749,0.358461946249008
"14",0.0107998242601752,0.00705908285453916,0.0339155048131943,0.180868983268738,0.306039094924927,0.0911972895264626,0.370120197534561
"15",0.0131734330207109,0.014861517585814,0.0415034107863903,0.111228734254837,0.18295231461525,0.269111067056656,0.367169499397278
"16",0.0151607878506184,0.00595401460304856,0.0227408558130264,0.166728675365448,0.255484521389008,0.198307380080223,0.335623800754547
"17",0.0302179772406816,0.0215615313500166,0.0384515896439552,0.129165530204773,0.287253022193909,0.154592961072922,0.338757425546646
"18",0.0239738468080759,0.0155287738889456,0.0306119471788406,0.145225331187248,0.327952682971954,0.172303825616837,0.284403562545776
"19",0.0214356575161219,0.00719807762652636,0.0236229337751865,0.163912191987038,0.283374279737473,0.144132032990456,0.356324911117554
"20",0.0146891875192523,0.00771548179909587,0.0334071107208729,0.113644696772099,0.331468999385834,0.103558585047722,0.395515918731689
"21",0.0310007818043232,0.0156336687505245,0.0386176891624928,0.131895571947098,0.314972192049026,0.183532521128654,0.284347504377365
"22",NA,NA,NA,NA,NA,NA,NA
"23",0.0223597269505262,0.00669167004525661,0.0242862571030855,0.183570474386215,0.177621155977249,0.191148310899734,0.394322395324707
"24",0.012930047698319,0.00953045580536127,0.037356786429882,0.118760153651237,0.19882895052433,0.195302605628967,0.427291005849838
