"","excitement","happiness","pride","anger","fear","sadness","neutral"
"1",0.0148769496008754,0.0270667113363743,0.0992706492543221,0.0532716289162636,0.127242565155029,0.471165597438812,0.207105875015259
"2",0.0149108478799462,0.0289869513362646,0.259352266788483,0.0800405815243721,0.128550887107849,0.216543614864349,0.271614849567413
"3",0.00847100745886564,0.0368234105408192,0.25432613492012,0.110644571483135,0.143474236130714,0.283377349376678,0.162883326411247
"4",0.0112685430794954,0.0226490963250399,0.0767604485154152,0.102081879973412,0.182934865355492,0.373506844043732,0.230798363685608
"5",0.0109238941222429,0.0190231241285801,0.193509563803673,0.0613529607653618,0.0920016169548035,0.394036561250687,0.229152247309685
"6",0.0126661723479629,0.0152948526665568,0.119926691055298,0.0777341425418854,0.115880981087685,0.385168224573135,0.273328930139542
"7",0.0101757813245058,0.0119462627917528,0.0878540426492691,0.0851840302348137,0.0907061174511909,0.453043013811111,0.261090815067291
"8",0.00983923673629761,0.0281080231070518,0.248714372515678,0.0502616912126541,0.0811081677675247,0.356644243001938,0.22532431781292
"9",0.00782947801053524,0.0242359228432178,0.0978609696030617,0.0606986209750175,0.0978947579860687,0.465493023395538,0.245987236499786
"10",0.00493727624416351,0.0121018374338746,0.0647637769579887,0.0459199249744415,0.0564724579453468,0.737951874732971,0.077852874994278
"11",0.012501229532063,0.0246860273182392,0.358724445104599,0.0941165834665298,0.115439921617508,0.217701062560081,0.176830798387527
"12",0.00529221817851067,0.0154833579435945,0.09291822463274,0.0989564061164856,0.127225264906883,0.468133151531219,0.191991418600082
"13",0.0113752419129014,0.021333746612072,0.198347166180611,0.0684289932250977,0.10253693908453,0.461135804653168,0.136842116713524
"14",0.0135778086259961,0.0262339822947979,0.273826211690903,0.154518499970436,0.137756496667862,0.197858482599258,0.196228519082069
"15",0.0117796324193478,0.0261365510523319,0.190770030021667,0.114120572805405,0.138324722647667,0.221475705504417,0.297392725944519
"16",0.0128139983862638,0.0228241737931967,0.0840741321444511,0.0675442516803741,0.0811383351683617,0.62444669008255,0.10715839266777
"17",0.00804624054580927,0.023778485134244,0.143853813409805,0.206204578280449,0.131520614027977,0.264748185873032,0.221848055720329
"18",0.0143795469775796,0.0337824821472168,0.204361438751221,0.120317675173283,0.101397089660168,0.392737627029419,0.133024156093597
"19",0.00811165664345026,0.0185145456343889,0.0922755151987076,0.0717587694525719,0.133336007595062,0.532371878623962,0.143631547689438
"20",0.0181274637579918,0.0415078699588776,0.154531091451645,0.152023062109947,0.143423080444336,0.276874750852585,0.213512748479843
"21",0.0141930337995291,0.0243017710745335,0.0908780917525291,0.105618678033352,0.0869511663913727,0.528566002845764,0.149491235613823
"22",0.00614862190559506,0.0128625314682722,0.0704558864235878,0.0790180042386055,0.0713866800069809,0.675220012664795,0.0849082544445992
"23",0.0236026383936405,0.0578404441475868,0.195904746651649,0.0699199661612511,0.132883355021477,0.208478659391403,0.311370223760605
"24",0.0243656188249588,0.0184102803468704,0.151403963565826,0.0900178775191307,0.11892881244421,0.365043133497238,0.231830283999443
"25",0.0133081628009677,0.0290255397558212,0.0854544416069984,0.0701287239789963,0.154805317521095,0.476827561855316,0.170450270175934
"26",0.0141717633232474,0.0403398834168911,0.189426302909851,0.105649016797543,0.142083346843719,0.292384773492813,0.215944945812225
"27",0.00674328906461596,0.0133092394098639,0.0973985269665718,0.0513260029256344,0.0692439675331116,0.67741447687149,0.0845645144581795
"28",0.021483177319169,0.0836881324648857,0.127178832888603,0.0436699762940407,0.111817412078381,0.453870117664337,0.158292308449745
"29",0.0224817711859941,0.0435503534972668,0.119416251778603,0.109873212873936,0.130845263600349,0.465914666652679,0.107918567955494
"30",0.00644314801320434,0.0271510984748602,0.0964116975665092,0.0837724059820175,0.132186487317085,0.509294152259827,0.144741043448448
"31",0.00969110056757927,0.0215987991541624,0.131527692079544,0.0858951285481453,0.137448132038116,0.464490830898285,0.14934828877449
"32",0.0203644763678312,0.0164056625217199,0.127250924706459,0.112647794187069,0.105215199291706,0.425581842660904,0.192534044384956
"33",0.00789470784366131,0.0165367312729359,0.107977718114853,0.0944599360227585,0.120239317417145,0.470227837562561,0.182663798332214
"34",0.0101103652268648,0.0309437662363052,0.103247560560703,0.0712595954537392,0.114347204566002,0.522657871246338,0.147433668375015
"35",0.0123551478609443,0.026241946965456,0.248316019773483,0.142614930868149,0.116809472441673,0.32826766371727,0.12539479136467
"36",0.0184930674731731,0.0185717158019543,0.0906519964337349,0.0927371680736542,0.10593805462122,0.466408044099808,0.207199960947037
"37",0.0148899033665657,0.028394378721714,0.17713937163353,0.137190341949463,0.130254402756691,0.276167005300522,0.235964640974998
"38",0.0120640574023128,0.0204891916364431,0.388329058885574,0.140251293778419,0.0806717574596405,0.166823714971542,0.191370889544487
"39",0.0127218347042799,0.0112846652045846,0.0962972790002823,0.17107617855072,0.135040521621704,0.304985582828522,0.268593937158585
"40",0.00641185836866498,0.0127876475453377,0.0631085410714149,0.0587001144886017,0.0859207212924957,0.606302917003632,0.166768118739128
"41",0.00978593155741692,0.0234530325978994,0.0789417698979378,0.0950800403952599,0.0771200060844421,0.587214469909668,0.128404766321182
"42",0.00743895070627332,0.0142432218417525,0.250516772270203,0.177088513970375,0.129092559218407,0.211281225085258,0.210338741540909
"43",0.00710243778303266,0.0111350249499083,0.246459290385246,0.105531990528107,0.0635378956794739,0.411152094602585,0.155081301927567
"44",0.0163154285401106,0.0474716648459435,0.132821545004845,0.117010436952114,0.116045616567135,0.426428854465485,0.143906354904175
"45",0.0112846279516816,0.0235547851771116,0.496324568986893,0.0432473458349705,0.0474677570164204,0.294203400611877,0.0839175507426262
"46",0.00875151716172695,0.0532926842570305,0.19782929122448,0.0671719536185265,0.109008178114891,0.419134646654129,0.144811764359474
"47",0.010992337949574,0.0304682720452547,0.111052140593529,0.0938345640897751,0.140701785683632,0.441548943519592,0.171401917934418
"48",0.0231746826320887,0.0252851862460375,0.0862075835466385,0.0729571878910065,0.0706800371408463,0.623860120773315,0.0978351756930351
"49",0.0129827158525586,0.0279879216104746,0.235326305031776,0.116145312786102,0.145168766379356,0.301947176456451,0.160441875457764
"50",0.0154586276039481,0.0248718839138746,0.285075575113297,0.0688694417476654,0.0666578039526939,0.316473305225372,0.222593307495117
"51",0.0147074079141021,0.0459679514169693,0.131612569093704,0.0868453681468964,0.101330928504467,0.488583266735077,0.130952507257462
"52",NA,NA,NA,NA,NA,NA,NA
"53",NA,NA,NA,NA,NA,NA,NA
"54",0.0151970330625772,0.0325878821313381,0.113458387553692,0.120619513094425,0.117275826632977,0.469805747270584,0.131055667996407
"55",0.00942988600581884,0.0201857183128595,0.087447926402092,0.0438417755067348,0.0527037382125854,0.688184261322021,0.0982067734003067
"56",0.0151301408186555,0.0700323507189751,0.350822925567627,0.0881154462695122,0.111480608582497,0.219128966331482,0.145289450883865
"57",0.0116237429901958,0.0162062924355268,0.0700750052928925,0.0760295838117599,0.0879365056753159,0.594571709632874,0.143557131290436
"58",0.00833866000175476,0.0406537465751171,0.134249970316887,0.0645970329642296,0.106886111199856,0.441684871912003,0.203589618206024
"59",0.0105424812063575,0.0237259678542614,0.541625201702118,0.0516482144594193,0.0561004020273685,0.191803082823753,0.124554663896561
"60",0.0100471721962094,0.0337207764387131,0.0965685844421387,0.128210827708244,0.152589321136475,0.431288152933121,0.147575095295906
"61",0.00909298658370972,0.0212282985448837,0.142246648669243,0.160412162542343,0.106768503785133,0.390931248664856,0.16932013630867
"62",0.0117522217333317,0.029879042878747,0.113447055220604,0.0936760231852531,0.078502930700779,0.47780579328537,0.194936946034431
